1.403715531562143e+18,-1.506227e-05,1.404095e-05,0.0003043628,0.005984889,-0.004059466,4.178727e-05,0.9999739
1.4037155316121431e+18,-1.337112e-05,1.331897e-05,0.0005609425,0.008910786,-0.008848109,0.001400629,0.9999202
1.403715531662143e+18,2.128395e-05,-8.7705e-06,0.0006503984,0.009962009,-0.01401592,0.003146821,0.9998472
1.4037155317121431e+18,4.376434e-05,-2.676116e-06,0.0007504969,0.01211477,-0.01673989,-0.0002949138,0.9997864
1.403715531762143e+18,6.356162e-05,9.295401e-06,0.0008701265,0.01560317,-0.01727471,-0.005489493,0.999714
1.4037155318121431e+18,8.504251e-05,5.261547e-05,0.001066407,0.02340418,-0.01736036,-0.01062993,0.9995188
1.403715531862143e+18,0.0001322249,5.798603e-05,0.001166968,0.03172024,-0.01783854,-0.01590144,0.9992111
1.4037155319121431e+18,0.0001267798,4.311204e-05,0.001111781,0.04007495,-0.01875247,-0.01867507,0.9988462
1.403715531962143e+18,0.0001466211,2.577144e-05,0.001179778,0.04667088,-0.01964493,-0.02287868,0.998455
1.4037155320121431e+18,0.0001597873,4.058796e-05,0.001214864,0.0516051,-0.02102598,-0.02419128,0.9981532
1.403715532062143e+18,0.0001666301,4.587842e-05,0.001258325,0.05623373,-0.02171426,-0.02510743,0.9978657
1.4037155321121431e+18,0.0001538011,4.359231e-05,0.001168282,0.05898451,-0.02267587,-0.02783749,0.997613
1.403715532162143e+18,0.000176398,3.225769e-05,0.001255945,0.06111154,-0.02506276,-0.02963956,0.997376
1.4037155322121431e+18,0.0001823815,6.461496e-05,0.001306999,0.06446808,-0.02706018,-0.02731417,0.9971788
1.403715532262143e+18,0.000185791,2.691704e-05,0.001342337,0.06550246,-0.03162852,-0.0286655,0.996939
1.4037155323121431e+18,0.0001737737,2.365808e-05,0.001294841,0.06542531,-0.03724518,-0.02772654,0.9967766
1.403715532362143e+18,0.0001764503,4.801512e-05,0.001363077,0.06401546,-0.04319686,-0.02308305,0.9967463
1.4037155324121431e+18,0.0001770507,4.776269e-05,0.001405209,0.0624429,-0.04895243,-0.01913866,0.9966636
1.403715532462143e+18,0.0001761855,3.447667e-05,0.00143527,0.05997343,-0.05463622,-0.01715704,0.9965559
