1305031102.243211,-0.001113627,0.006299198,0.01690886,-0.007724357,-0.006128773,-0.001152946,0.9999508
1305031102.275326,-0.002085943,0.00659738,0.02412368,-0.01256574,-0.008517451,-0.00126902,0.999884
1305031102.3112669,-0.001691024,0.005184177,0.03251569,-0.01753522,-0.01075265,-0.0006571892,0.9997882
1305031102.3432331,-0.002811095,0.007278594,0.04033057,-0.01860039,-0.01215661,0.00095775,0.9997526
1305031102.375329,-0.002143676,0.007518761,0.04873072,-0.02089788,-0.01452224,0.001291395,0.9996753
1305031102.411258,-0.004088933,0.009298621,0.05503213,-0.02236414,-0.01662522,0.0005501992,0.9996115
1305031102.4432709,-0.005500136,0.01265939,0.06202511,-0.02684292,-0.01914942,0.0005828278,0.9994561
1305031102.475318,-0.006229467,0.01200087,0.06840462,-0.03437669,-0.02041178,-0.0007229996,0.9992002
1305031102.511219,-0.002897996,0.01367203,0.07953291,-0.038441,-0.02213321,-0.001316836,0.9990149
1305031102.54322,-4.009162e-05,0.01341688,0.09104709,-0.04364834,-0.02286524,-0.001440309,0.9987842
1305031102.5752859,-0.003157034,0.0124026,0.09768477,-0.04492532,-0.01960498,-0.004929753,0.9987858
1305031102.611233,9.558749e-05,0.007829751,0.1060422,-0.04508521,-0.01916098,-0.002480507,0.9987963
1305031102.643265,-0.003896555,0.01530604,0.1108849,-0.03981957,-0.01611749,-0.001546589,0.9990757
1305031102.6752851,-0.001737138,0.01657584,0.1216397,-0.04185308,-0.01918913,-0.0001944587,0.9989395
